time;V(IN_CODEC_BUF);V(IN_JACK_BUF);
0,00201822;0,941977;0,57107;
0,00202822;0,965345;0,881841;
0,00203822;0,988452;1,18913;
0,00204822;1,01121;1,49173;
0,00205822;1,03352;1,78844;
0,00206822;1,05531;2,07809;
0,00207822;1,07648;2,35955;
0,00208822;1,09695;2,63168;
0,00209822;1,11664;2,89344;
0,00210822;1,13547;3,14377;
0,00211822;1,15337;3,3817;
0,00212822;1,17027;3,60628;
0,00213822;1,1861;3,81663;
0,00214822;1,20079;4,01192;
0,00215822;1,2143;4,19137;
0,00216822;1,22657;4,35428;
0,00217822;1,23754;4,50001;
0,00218822;1,24718;4,62798;
0,00219822;1,25545;4,73768;
0,00220822;1,26231;4,82869;
0,00221822;1,26774;4,90064;
0,00222822;1,27171;4,95324;
0,00223822;1,27422;4,9863;
0,00224822;1,27524;4,99969;
0,00225822;1,27478;4,99334;
0,00226822;1,27284;4,96728;
0,00227822;1,26943;4,92162;
0,00228822;1,26456;4,85654;
0,00229822;1,25824;4,77229;
0,00230822;1,25051;4,66921;
0,00231822;1,24139;4,54769;
0,00232822;1,23093;4,40824;
0,00233822;1,21915;4,25138;
0,00234822;1,20611;4,07775;
0,00235822;1,19186;3,88802;
0,00236822;1,17646;3,68295;
0,00237822;1,15996;3,46334;
0,00238822;1,14244;3,23007;
0,00239822;1,12395;2,98405;
0,00240822;1,10458;2,72625;
0,00241822;1,0844;2,45769;
0,00242822;1,06349;2,17943;
0,00243822;1,04193;1,89257;
0,00244822;1,01981;1,59825;
0,00245822;0,997212;1,29761;
0,00246822;0,974229;0,991855;
0,00247822;0,95095;0,682184;
0,00248822;0,927468;0,369821;
0,00249822;0,903874;0,0559987;
0,00250822;0,880263;-0,258045;
0,00251822;0,856728;-0,57107;
0,00252822;0,83336;-0,881841;
0,00253822;0,810253;-1,18913;
0,00254822;0,787497;-1,49173;
0,00255822;0,765183;-1,78844;
0,00256822;0,743399;-2,07809;
0,00257822;0,72223;-2,35955;
0,00258822;0,70176;-2,63168;
0,00259822;0,68207;-2,89344;
0,00260822;0,663237;-3,14377;
0,00261822;0,645336;-3,3817;
0,00262822;0,628438;-3,60628;
0,00263822;0,612609;-3,81663;
0,00264822;0,597911;-4,01192;
0,00265822;0,584404;-4,19137;
0,00266822;0,572139;-4,35428;
0,00267822;0,561165;-4,50001;
0,00268822;0,551526;-4,62798;
0,00269822;0,54326;-4,73768;
0,00270822;0,5364;-4,82869;
0,00271822;0,530971;-4,90064;
0,00272822;0,526997;-4,95324;
0,00273822;0,524492;-4,9863;
0,00274822;0,523466;-4,99969;
0,00275822;0,523924;-4,99334;
0,00276822;0,525864;-4,96728;
0,00277822;0,529277;-4,92162;
0,00278822;0,534151;-4,85654;
0,00279822;0,540467;-4,77229;
0,00280822;0,548199;-4,66921;
0,00281822;0,557316;-4,54769;
0,00282822;0,567784;-4,40824;
0,00283822;0,57956;-4,25138;
0,00284822;0,592598;-4,07775;
0,00285822;0,606847;-3,88802;
0,00286822;0,62225;-3,68295;
0,00287822;0,638747;-3,46334;
0,00288822;0,656272;-3,23007;
0,00289822;0,674757;-2,98405;
0,00290822;0,694128;-2,72625;
0,00291822;0,714309;-2,45769;
0,00292822;0,73522;-2,17943;
0,00293822;0,75678;-1,89257;
0,00294822;0,778901;-1,59825;
0,00295822;0,801499;-1,29761;
0,00296822;0,824482;-0,991855;
0,00297822;0,847761;-0,682184;
0,00298822;0,871243;-0,369821;
0,00299822;0,894837;-0,0559987;
0,00300822;0,918448;0,258045;
0,00301822;0,941984;0,57107;
0,00302822;0,965352;0,881841;
0,00303822;0,988459;1,18913;
0,00304822;1,01121;1,49173;
0,00305822;1,03353;1,78844;
0,00306822;1,05531;2,07809;
0,00307822;1,07648;2,35955;
0,00308822;1,09695;2,63168;
0,00309822;1,11664;2,89344;
0,00310822;1,13548;3,14377;
0,00311822;1,15338;3,3817;
0,00312822;1,17028;3,60628;
0,00313822;1,1861;3,81663;
0,00314822;1,2008;4,01192;
0,00315822;1,21431;4,19137;
0,00316822;1,22657;4,35428;
0,00317822;1,23755;4,50001;
0,00318822;1,24719;4,62798;
0,00319822;1,25545;4,73768;
0,00320822;1,26231;4,82869;
0,00321822;1,26774;4,90064;
0,00322822;1,27172;4,95324;
0,00323822;1,27422;4,9863;
0,00324822;1,27525;4,99969;
0,00325822;1,27479;4,99334;
0,00326822;1,27285;4,96728;
0,00327822;1,26944;4,92162;
0,00328822;1,26456;4,85654;
0,00329822;1,25825;4,77229;
0,00330822;1,25052;4,66921;
0,00331822;1,2414;4,54769;
0,00332822;1,23093;4,40824;
0,00333822;1,21916;4,25138;
0,00334822;1,20612;4,07775;
0,00335822;1,19187;3,88802;
0,00336822;1,17647;3,68295;
0,00337822;1,15997;3,46334;
0,00338822;1,14244;3,23007;
0,00339822;1,12396;2,98405;
0,00340822;1,10459;2,72625;
0,00341822;1,08441;2,45769;
