time;V(IN_CODEC_BUF);V(IN_JACK_BUF);
0,0181382;1,1862;3,81663;
0,0181482;1,2009;4,01192;
0,0181582;1,21441;4,19137;
0,0181682;1,22667;4,35428;
0,0181782;1,23765;4,50001;
0,0181882;1,24729;4,62798;
0,0181982;1,25555;4,73768;
0,0182082;1,26241;4,82869;
0,0182182;1,26784;4,90064;
0,0182282;1,27182;4,95324;
0,0182382;1,27432;4,9863;
0,0182482;1,27535;4,99969;
0,0182582;1,27489;4,99334;
0,0182682;1,27295;4,96728;
0,0182782;1,26954;4,92162;
0,0182882;1,26466;4,85654;
0,0182982;1,25835;4,77229;
0,0183082;1,25062;4,66921;
0,0183182;1,2415;4,54769;
0,0183282;1,23103;4,40824;
0,0183382;1,21925;4,25138;
0,0183482;1,20622;4,07775;
0,0183582;1,19197;3,88802;
0,0183682;1,17656;3,68295;
0,0183782;1,16007;3,46334;
0,0183882;1,14254;3,23007;
0,0183982;1,12406;2,98405;
0,0184082;1,10469;2,72625;
0,0184182;1,08451;2,45769;
0,0184282;1,0636;2,17943;
0,0184382;1,04204;1,89257;
0,0184482;1,01991;1,59825;
0,0184582;0,997317;1,29761;
0,0184682;0,974334;0,991855;
0,0184782;0,951055;0,682184;
0,0184882;0,927573;0,369821;
0,0184982;0,90398;0,0559987;
0,0185082;0,880369;-0,258045;
0,0185182;0,856833;-0,57107;
0,0185282;0,833465;-0,881841;
0,0185382;0,810358;-1,18913;
0,0185482;0,787603;-1,49173;
0,0185582;0,765289;-1,78844;
0,0185682;0,743504;-2,07809;
0,0185782;0,722335;-2,35955;
0,0185882;0,701865;-2,63168;
0,0185982;0,682175;-2,89344;
0,0186082;0,663342;-3,14377;
0,0186182;0,645441;-3,3817;
0,0186282;0,628543;-3,60628;
0,0186382;0,612714;-3,81663;
0,0186482;0,598016;-4,01192;
0,0186582;0,584509;-4,19137;
0,0186682;0,572244;-4,35428;
0,0186782;0,56127;-4,50001;
0,0186882;0,551631;-4,62798;
0,0186982;0,543365;-4,73768;
0,0187082;0,536505;-4,82869;
0,0187182;0,531076;-4,90064;
0,0187282;0,527102;-4,95324;
0,0187382;0,524597;-4,9863;
0,0187482;0,523571;-4,99969;
0,0187582;0,524029;-4,99334;
0,0187682;0,525969;-4,96728;
0,0187782;0,529382;-4,92162;
0,0187882;0,534256;-4,85654;
0,0187982;0,540572;-4,77229;
0,0188082;0,548303;-4,66921;
0,0188182;0,557421;-4,54769;
0,0188282;0,567889;-4,40824;
0,0188382;0,579665;-4,25138;
0,0188482;0,592703;-4,07775;
0,0188582;0,606952;-3,88802;
0,0188682;0,622355;-3,68295;
0,0188782;0,638852;-3,46334;
0,0188882;0,656377;-3,23007;
0,0188982;0,674862;-2,98405;
0,0189082;0,694233;-2,72625;
0,0189182;0,714414;-2,45769;
0,0189282;0,735325;-2,17943;
0,0189382;0,756884;-1,89257;
0,0189482;0,779006;-1,59825;
0,0189582;0,801603;-1,29761;
0,0189682;0,824587;-0,991855;
0,0189782;0,847866;-0,682184;
0,0189882;0,871348;-0,369821;
0,0189982;0,894941;-0,0559987;
0,0190082;0,918553;0,258045;
0,0190182;0,942089;0,57107;
0,0190282;0,965456;0,881841;
0,0190382;0,988564;1,18913;
0,0190482;1,01132;1,49173;
0,0190582;1,03363;1,78844;
0,0190682;1,05542;2,07809;
0,0190782;1,07659;2,35955;
0,0190882;1,09706;2,63168;
0,0190982;1,11675;2,89344;
0,0191082;1,13558;3,14377;
0,0191182;1,15348;3,3817;
0,0191282;1,17038;3,60628;
0,0191382;1,18621;3,81663;
0,0191482;1,20091;4,01192;
0,0191582;1,21441;4,19137;
0,0191682;1,22668;4,35428;
0,0191782;1,23765;4,50001;
0,0191882;1,24729;4,62798;
0,0191982;1,25556;4,73768;
0,0192082;1,26242;4,82869;
0,0192182;1,26785;4,90064;
0,0192282;1,27182;4,95324;
0,0192382;1,27433;4,9863;
0,0192482;1,27535;4,99969;
0,0192582;1,2749;4,99334;
0,0192682;1,27296;4,96728;
0,0192782;1,26954;4,92162;
0,0192882;1,26467;4,85654;
0,0192982;1,25835;4,77229;
0,0193082;1,25062;4,66921;
0,0193182;1,2415;4,54769;
0,0193282;1,23104;4,40824;
0,0193382;1,21926;4,25138;
0,0193482;1,20622;4,07775;
0,0193582;1,19197;3,88802;
0,0193682;1,17657;3,68295;
0,0193782;1,16007;3,46334;
0,0193882;1,14255;3,23007;
0,0193982;1,12406;2,98405;
0,0194082;1,10469;2,72625;
0,0194182;1,08451;2,45769;
0,0194282;1,0636;2,17943;
0,0194382;1,04204;1,89257;
0,0194482;1,01992;1,59825;
0,0194582;0,997323;1,29761;
0,0194682;0,97434;0,991855;
0,0194782;0,951061;0,682184;
0,0194882;0,927579;0,369821;
0,0194982;0,903986;0,0559987;
0,0195082;0,880374;-0,258045;
0,0195182;0,856839;-0,57107;
0,0195282;0,833471;-0,881841;
0,0195382;0,810364;-1,18913;
0,0195482;0,787609;-1,49173;
0,0195582;0,765295;-1,78844;
0,0195682;0,74351;-2,07809;
0,0195782;0,722341;-2,35955;
0,0195882;0,701871;-2,63168;
0,0195982;0,682181;-2,89344;
0,0196082;0,663348;-3,14377;
0,0196182;0,645447;-3,3817;
0,0196282;0,628549;-3,60628;
0,0196382;0,61272;-3,81663;
0,0196482;0,598022;-4,01192;
0,0196582;0,584515;-4,19137;
0,0196682;0,57225;-4,35428;
0,0196782;0,561276;-4,50001;
0,0196882;0,551637;-4,62798;
0,0196982;0,543371;-4,73768;
0,0197082;0,536511;-4,82869;
0,0197182;0,531082;-4,90064;
0,0197282;0,527108;-4,95324;
0,0197382;0,524603;-4,9863;
0,0197482;0,523577;-4,99969;
0,0197582;0,524035;-4,99334;
0,0197682;0,525975;-4,96728;
0,0197782;0,529388;-4,92162;
0,0197882;0,534262;-4,85654;
0,0197982;0,540578;-4,77229;
0,0198082;0,548309;-4,66921;
0,0198182;0,557427;-4,54769;
0,0198282;0,567894;-4,40824;
0,0198382;0,579671;-4,25138;
0,0198482;0,592709;-4,07775;
0,0198582;0,606958;-3,88802;
0,0198682;0,622361;-3,68295;
0,0198782;0,638858;-3,46334;
0,0198882;0,656383;-3,23007;
0,0198982;0,674868;-2,98405;
0,0199082;0,694239;-2,72625;
0,0199182;0,71442;-2,45769;
0,0199282;0,735331;-2,17943;
0,0199382;0,75689;-1,89257;
0,0199482;0,779012;-1,59825;
0,0199582;0,801609;-1,29761;
0,0199682;0,824593;-0,991855;
0,0199782;0,847871;-0,682184;
0,0199882;0,871354;-0,369821;
0,0199982;0,894947;-0,0559987;
0,0200082;0,918559;0,258045;
0,0200182;0,942095;0,57107;
0,0200282;0,965462;0,881841;
0,0200382;0,98857;1,18913;
0,0200482;1,01133;1,49173;
0,0200582;1,03364;1,78844;
0,0200682;1,05542;2,07809;
0,0200782;1,07659;2,35955;
0,0200882;1,09706;2,63168;
0,0200982;1,11675;2,89344;
0,0201082;1,13559;3,14377;
0,0201182;1,15349;3,3817;
0,0201282;1,17039;3,60628;
0,0201382;1,18621;3,81663;
0,0201482;1,20091;4,01192;
0,0201582;1,21442;4,19137;
0,0201682;1,22669;4,35428;
0,0201782;1,23766;4,50001;
0,0201882;1,2473;4,62798;
0,0201982;1,25556;4,73768;
0,0202082;1,26242;4,82869;
0,0202182;1,26785;4,90064;
0,0202282;1,27183;4,95324;
0,0202382;1,27433;4,9863;
0,0202482;1,27536;4,99969;
0,0202582;1,2749;4,99334;
0,0202682;1,27296;4,96728;
0,0202782;1,26955;4,92162;
0,0202882;1,26467;4,85654;
0,0202982;1,25836;4,77229;
0,0203082;1,25063;4,66921;
0,0203182;1,24151;4,54769;
0,0203282;1,23104;4,40824;
0,0203382;1,21927;4,25138;
0,0203482;1,20623;4,07775;
0,0203582;1,19198;3,88802;
0,0203682;1,17658;3,68295;
0,0203782;1,16008;3,46334;
0,0203882;1,14255;3,23007;
0,0203982;1,12407;2,98405;
0,0204082;1,1047;2,72625;
0,0204182;1,08452;2,45769;
0,0204282;1,06361;2,17943;
0,0204382;1,04205;1,89257;
0,0204482;1,01993;1,59825;
0,0204582;0,997329;1,29761;
0,0204682;0,974346;0,991855;
0,0204782;0,951067;0,682184;
0,0204882;0,927585;0,369821;
0,0204982;0,903992;0,0559987;
0,0205082;0,88038;-0,258045;
0,0205182;0,856845;-0,57107;
0,0205282;0,833477;-0,881841;
0,0205382;0,81037;-1,18913;
0,0205482;0,787614;-1,49173;
0,0205582;0,7653;-1,78844;
0,0205682;0,743516;-2,07809;
0,0205782;0,722347;-2,35955;
0,0205882;0,701877;-2,63168;
0,0205982;0,682187;-2,89344;
0,0206082;0,663354;-3,14377;
0,0206182;0,645453;-3,3817;
0,0206282;0,628555;-3,60628;
0,0206382;0,612726;-3,81663;
0,0206482;0,598028;-4,01192;
0,0206582;0,584521;-4,19137;
0,0206682;0,572256;-4,35428;
0,0206782;0,561282;-4,50001;
0,0206882;0,551643;-4,62798;
0,0206982;0,543377;-4,73768;
0,0207082;0,536516;-4,82869;
0,0207182;0,531088;-4,90064;
0,0207282;0,527114;-4,95324;
0,0207382;0,524609;-4,9863;
0,0207482;0,523583;-4,99969;
0,0207582;0,524041;-4,99334;
0,0207682;0,52598;-4,96728;
0,0207782;0,529394;-4,92162;
0,0207882;0,534268;-4,85654;
0,0207982;0,540583;-4,77229;
0,0208082;0,548315;-4,66921;
0,0208182;0,557433;-4,54769;
0,0208282;0,5679;-4,40824;
0,0208382;0,579676;-4,25138;
0,0208482;0,592715;-4,07775;
0,0208582;0,606963;-3,88802;
0,0208682;0,622367;-3,68295;
0,0208782;0,638863;-3,46334;
0,0208882;0,656389;-3,23007;
0,0208982;0,674874;-2,98405;
0,0209082;0,694245;-2,72625;
0,0209182;0,714426;-2,45769;
0,0209282;0,735337;-2,17943;
0,0209382;0,756896;-1,89257;
0,0209482;0,779018;-1,59825;
0,0209582;0,801615;-1,29761;
0,0209682;0,824598;-0,991855;
0,0209782;0,847877;-0,682184;
0,0209882;0,87136;-0,369821;
0,0209982;0,894953;-0,0559987;
0,0210082;0,918565;0,258045;
0,0210182;0,9421;0,57107;
0,0210282;0,965468;0,881841;
0,0210382;0,988575;1,18913;
0,0210482;1,01133;1,49173;
0,0210582;1,03365;1,78844;
0,0210682;1,05543;2,07809;
0,0210782;1,0766;2,35955;
0,0210882;1,09707;2,63168;
0,0210982;1,11676;2,89344;
0,0211082;1,13559;3,14377;
0,0211182;1,15349;3,3817;
0,0211282;1,17039;3,60628;
0,0211382;1,18622;3,81663;
0,0211482;1,20092;4,01192;
0,0211582;1,21443;4,19137;
0,0211682;1,22669;4,35428;
0,0211782;1,23766;4,50001;
0,0211882;1,2473;4,62798;
0,0211982;1,25557;4,73768;
0,0212082;1,26243;4,82869;
0,0212182;1,26786;4,90064;
0,0212282;1,27183;4,95324;
0,0212382;1,27434;4,9863;
0,0212482;1,27536;4,99969;
0,0212582;1,27491;4,99334;
0,0212682;1,27297;4,96728;
0,0212782;1,26955;4,92162;
0,0212882;1,26468;4,85654;
0,0212982;1,25836;4,77229;
0,0213082;1,25063;4,66921;
0,0213182;1,24152;4,54769;
0,0213282;1,23105;4,40824;
0,0213382;1,21927;4,25138;
0,0213482;1,20623;4,07775;
0,0213582;1,19199;3,88802;
0,0213682;1,17658;3,68295;
0,0213782;1,16009;3,46334;
0,0213882;1,14256;3,23007;
0,0213982;1,12408;2,98405;
0,0214082;1,1047;2,72625;
0,0214182;1,08452;2,45769;
0,0214282;1,06361;2,17943;
0,0214382;1,04205;1,89257;
0,0214482;1,01993;1,59825;
0,0214582;0,997335;1,29761;
0,0214682;0,974352;0,991855;
0,0214782;0,951073;0,682184;
0,0214882;0,927591;0,369821;
0,0214982;0,903997;0,0559987;
0,0215082;0,880386;-0,258045;
0,0215182;0,85685;-0,57107;
0,0215282;0,833483;-0,881841;
0,0215382;0,810376;-1,18913;
0,0215482;0,78762;-1,49173;
0,0215582;0,765306;-1,78844;
0,0215682;0,743522;-2,07809;
0,0215782;0,722353;-2,35955;
0,0215882;0,701883;-2,63168;
0,0215982;0,682193;-2,89344;
0,0216082;0,66336;-3,14377;
0,0216182;0,645459;-3,3817;
0,0216282;0,628561;-3,60628;
0,0216382;0,612732;-3,81663;
0,0216482;0,598034;-4,01192;
0,0216582;0,584526;-4,19137;
0,0216682;0,572261;-4,35428;
0,0216782;0,561288;-4,50001;
0,0216882;0,551649;-4,62798;
0,0216982;0,543383;-4,73768;
0,0217082;0,536522;-4,82869;
0,0217182;0,531094;-4,90064;
0,0217282;0,527119;-4,95324;
0,0217382;0,524614;-4,9863;
0,0217482;0,523589;-4,99969;
0,0217582;0,524047;-4,99334;
0,0217682;0,525986;-4,96728;
0,0217782;0,5294;-4,92162;
0,0217882;0,534274;-4,85654;
0,0217982;0,540589;-4,77229;
0,0218082;0,548321;-4,66921;
0,0218182;0,557439;-4,54769;
0,0218282;0,567906;-4,40824;
0,0218382;0,579682;-4,25138;
0,0218482;0,59272;-4,07775;
0,0218582;0,606969;-3,88802;
0,0218682;0,622372;-3,68295;
0,0218782;0,638869;-3,46334;
0,0218882;0,656395;-3,23007;
0,0218982;0,674879;-2,98405;
0,0219082;0,69425;-2,72625;
0,0219182;0,714431;-2,45769;
0,0219282;0,735343;-2,17943;
0,0219382;0,756902;-1,89257;
0,0219482;0,779024;-1,59825;
0,0219582;0,801621;-1,29761;
0,0219682;0,824604;-0,991855;
0,0219782;0,847883;-0,682184;
0,0219882;0,871366;-0,369821;
0,0219982;0,894959;-0,0559987;
0,0220082;0,91857;0,258045;
0,0220182;0,942106;0,57107;
0,0220282;0,965474;0,881841;
0,0220382;0,988581;1,18913;
0,0220482;1,01134;1,49173;
0,0220582;1,03365;1,78844;
0,0220682;1,05544;2,07809;
0,0220782;1,0766;2,35955;
0,0220882;1,09707;2,63168;
0,0220982;1,11677;2,89344;
0,0221082;1,1356;3,14377;
0,0221182;1,1535;3,3817;
0,0221282;1,1704;3,60628;
0,0221382;1,18623;3,81663;
0,0221482;1,20092;4,01192;
0,0221582;1,21443;4,19137;
0,0221682;1,2267;4,35428;
0,0221782;1,23767;4,50001;
0,0221882;1,24731;4,62798;
0,0221982;1,25558;4,73768;
0,0222082;1,26244;4,82869;
0,0222182;1,26787;4,90064;
0,0222282;1,27184;4,95324;
0,0222382;1,27434;4,9863;
0,0222482;1,27537;4,99969;
0,0222582;1,27491;4,99334;
0,0222682;1,27297;4,96728;
0,0222782;1,26956;4,92162;
0,0222882;1,26469;4,85654;
0,0222982;1,25837;4,77229;
0,0223082;1,25064;4,66921;
0,0223182;1,24152;4,54769;
0,0223282;1,23105;4,40824;
0,0223382;1,21928;4,25138;
0,0223482;1,20624;4,07775;
0,0223582;1,19199;3,88802;
0,0223682;1,17659;3,68295;
0,0223782;1,16009;3,46334;
0,0223882;1,14257;3,23007;
0,0223982;1,12408;2,98405;
0,0224082;1,10471;2,72625;
0,0224182;1,08453;2,45769;
0,0224282;1,06362;2,17943;
0,0224382;1,04206;1,89257;
0,0224482;1,01994;1,59825;
0,0224582;0,997341;1,29761;
0,0224682;0,974358;0,991855;
0,0224782;0,951079;0,682184;
0,0224882;0,927597;0,369821;
0,0224982;0,904003;0,0559987;
0,0225082;0,880392;-0,258045;
0,0225182;0,856856;-0,57107;
0,0225282;0,833489;-0,881841;
0,0225382;0,810382;-1,18913;
0,0225482;0,787626;-1,49173;
0,0225582;0,765312;-1,78844;
0,0225682;0,743528;-2,07809;
0,0225782;0,722358;-2,35955;
0,0225882;0,701889;-2,63168;
0,0225982;0,682198;-2,89344;
0,0226082;0,663366;-3,14377;
0,0226182;0,645465;-3,3817;
0,0226282;0,628567;-3,60628;
0,0226382;0,612737;-3,81663;
0,0226482;0,59804;-4,01192;
0,0226582;0,584532;-4,19137;
0,0226682;0,572267;-4,35428;
0,0226782;0,561294;-4,50001;
0,0226882;0,551655;-4,62798;
0,0226982;0,543389;-4,73768;
0,0227082;0,536528;-4,82869;
0,0227182;0,5311;-4,90064;
0,0227282;0,527125;-4,95324;
0,0227382;0,52462;-4,9863;
0,0227482;0,523595;-4,99969;
0,0227582;0,524053;-4,99334;
0,0227682;0,525992;-4,96728;
0,0227782;0,529406;-4,92162;
0,0227882;0,53428;-4,85654;
0,0227982;0,540595;-4,77229;
0,0228082;0,548327;-4,66921;
0,0228182;0,557444;-4,54769;
0,0228282;0,567912;-4,40824;
0,0228382;0,579688;-4,25138;
0,0228482;0,592726;-4,07775;
0,0228582;0,606975;-3,88802;
0,0228682;0,622378;-3,68295;
0,0228782;0,638875;-3,46334;
0,0228882;0,6564;-3,23007;
0,0228982;0,674885;-2,98405;
0,0229082;0,694256;-2,72625;
0,0229182;0,714437;-2,45769;
0,0229282;0,735349;-2,17943;
0,0229382;0,756908;-1,89257;
0,0229482;0,779029;-1,59825;
0,0229582;0,801627;-1,29761;
0,0229682;0,82461;-0,991855;
0,0229782;0,847889;-0,682184;
0,0229882;0,871371;-0,369821;
0,0229982;0,894965;-0,0559987;
0,0230082;0,918576;0,258045;
0,0230182;0,942112;0,57107;
0,0230282;0,96548;0,881841;
0,0230382;0,988587;1,18913;
0,0230482;1,01134;1,49173;
0,0230582;1,03366;1,78844;
0,0230682;1,05544;2,07809;
0,0230782;1,07661;2,35955;
0,0230882;1,09708;2,63168;
0,0230982;1,11677;2,89344;
0,0231082;1,1356;3,14377;
0,0231182;1,1535;3,3817;
0,0231282;1,1704;3,60628;
0,0231382;1,18623;3,81663;
0,0231482;1,20093;4,01192;
0,0231582;1,21444;4,19137;
0,0231682;1,2267;4,35428;
0,0231782;1,23768;4,50001;
0,0231882;1,24732;4,62798;
0,0231982;1,25558;4,73768;
0,0232082;1,26244;4,82869;
0,0232182;1,26787;4,90064;
0,0232282;1,27185;4,95324;
0,0232382;1,27435;4,9863;
0,0232482;1,27538;4,99969;
0,0232582;1,27492;4,99334;
0,0232682;1,27298;4,96728;
0,0232782;1,26957;4,92162;
0,0232882;1,26469;4,85654;
0,0232982;1,25838;4,77229;
0,0233082;1,25064;4,66921;
0,0233182;1,24153;4,54769;
0,0233282;1,23106;4,40824;
0,0233382;1,21928;4,25138;
0,0233482;1,20625;4,07775;
0,0233582;1,192;3,88802;
0,0233682;1,17659;3,68295;
0,0233782;1,1601;3,46334;
0,0233882;1,14257;3,23007;
0,0233982;1,12409;2,98405;
0,0234082;1,10472;2,72625;
0,0234182;1,08454;2,45769;
0,0234282;1,06362;2,17943;
0,0234382;1,04207;1,89257;
0,0234482;1,01994;1,59825;
0,0234582;0,997347;1,29761;
0,0234682;0,974363;0,991855;
0,0234782;0,951085;0,682184;
0,0234882;0,927602;0,369821;
0,0234982;0,904009;0,0559987;
0,0235082;0,880398;-0,258045;
0,0235182;0,856862;-0,57107;
0,0235282;0,833494;-0,881841;
0,0235382;0,810387;-1,18913;
0,0235482;0,787632;-1,49173;
0,0235582;0,765318;-1,78844;
0,0235682;0,743533;-2,07809;
0,0235782;0,722364;-2,35955;
0,0235882;0,701894;-2,63168;
0,0235982;0,682204;-2,89344;
0,0236082;0,663371;-3,14377;
0,0236182;0,645471;-3,3817;
0,0236282;0,628572;-3,60628;
0,0236382;0,612743;-3,81663;
0,0236482;0,598046;-4,01192;
0,0236582;0,584538;-4,19137;
0,0236682;0,572273;-4,35428;
0,0236782;0,561299;-4,50001;
0,0236882;0,551661;-4,62798;
0,0236982;0,543395;-4,73768;
0,0237082;0,536534;-4,82869;
0,0237182;0,531105;-4,90064;
0,0237282;0,527131;-4,95324;
0,0237382;0,524626;-4,9863;
0,0237482;0,5236;-4,99969;
0,0237582;0,524058;-4,99334;
0,0237682;0,525998;-4,96728;
0,0237782;0,529411;-4,92162;
0,0237882;0,534285;-4,85654;
0,0237982;0,540601;-4,77229;
0,0238082;0,548333;-4,66921;
0,0238182;0,55745;-4,54769;
0,0238282;0,567918;-4,40824;
0,0238382;0,579694;-4,25138;
0,0238482;0,592732;-4,07775;
0,0238582;0,606981;-3,88802;
0,0238682;0,622384;-3,68295;
0,0238782;0,638881;-3,46334;
0,0238882;0,656406;-3,23007;
0,0238982;0,674891;-2,98405;
0,0239082;0,694262;-2,72625;
0,0239182;0,714443;-2,45769;
0,0239282;0,735354;-2,17943;
0,0239382;0,756913;-1,89257;
0,0239482;0,779035;-1,59825;
0,0239582;0,801632;-1,29761;
0,0239682;0,824616;-0,991855;
0,0239782;0,847895;-0,682184;
0,0239882;0,871377;-0,369821;
0,0239982;0,894971;-0,0559987;
0,0240082;0,918582;0,258045;
0,0240182;0,942118;0,57107;
0,0240282;0,965485;0,881841;
0,0240382;0,988593;1,18913;
0,0240482;1,01135;1,49173;
0,0240582;1,03366;1,78844;
